host_name,host_aliases,host_apps,sources,last_reported_time,host_status,tags,ipaddress
i-08028c92bd40325c9,"['ip-10-91-30-248.bain.com', 'i-08028c92bd40325c9']","['ntp', 'aws', 'agent', 'consul']","['aws', 'agent']",1632488702,True,"{'Datadog': ['host:i-08028c92bd40325c9'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-consul-kv', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.30.248
i-0f9580d46a5d776e3,"['ip-10-92-30-136.bain.com', 'i-0f9580d46a5d776e3']","['agent', 'vault', 'ntp', 'aws']","['aws', 'agent']",1632488333,True,"{'Datadog': ['host:i-0f9580d46a5d776e3'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-vault-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:vaultenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.30.136
i-0490f2fde8b731325,"['ip-10-91-24-129.bain.com', 'i-0490f2fde8b731325']","['agent', 'ntp', 'aws', 'consul']","['aws', 'agent']",1632489556,True,"{'Datadog': ['host:i-0490f2fde8b731325'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-consul-kv-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'environment-name:aws-amer-vault-dr-consul-kv', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-consul-kv-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.24.129
i-00e149a3384822f28,"['ip-10-91-30-219.bain.com', 'i-00e149a3384822f28']","['ntp', 'agent', 'vault', 'aws']","['aws', 'agent']",1632488335,True,"{'Datadog': ['host:i-00e149a3384822f28'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-vault-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-vault-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.30.219
i-0b39100d4aa45be57,"['ip-10-91-30-112.bain.com', 'i-0b39100d4aa45be57']","['agent', 'vault', 'ntp', 'aws']","['aws', 'agent']",1632488336,True,"{'Datadog': ['host:i-0b39100d4aa45be57'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-vault-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.30.112
i-034b0dea1f10dd134,['i-034b0dea1f10dd134'],"['agent', 'aws']","['aws', 'agent']",1632488575,True,"{'Datadog': ['host:i-034b0dea1f10dd134'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'application:bastion', 'availability-zone:ap-southeast-1b', 'aws_account:221900162625', 'aws_autoscaling_groupname:primary-vpc-bastion-bastionautoscalinggroup-g3hev9paqwme', 'aws_cloudformation_logical-id:bastionautoscalinggroup', 'aws_cloudformation_stack-id:arn:aws:cloudformation:ap-southeast-1:221900162625:stack/primary-vpc-bastion/5b0263a0-87ac-11eb-bb55-0a7f69a87d3e', 'aws_cloudformation_stack-name:primary-vpc-bastion', 'casecode:adc3', 'cloud_provider:aws', 'department:aag', 'iam_profile:ec2-bastion-ap-southeast-1-vpc-0775b88d703940616-role', 'image:ami-0842f67596fa0656d', 'instance-type:t2.nano', 'kernel:none', 'name:linuxbastion', 'owner:tsgcloudops', 'region:ap-southeast-1', 'security-group:sg-0503061869fd74557', 'security-group:sg-07633c15b7d719c6c', 'tier:production']}",
i-0ff04d8322ca98bea,"['ip-10-92-24-41.bain.com', 'i-0ff04d8322ca98bea']","['ntp', 'agent', 'consul', 'aws']","['aws', 'agent']",1632489629,True,"{'Datadog': ['host:i-0ff04d8322ca98bea'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-dr-consul-kv', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.24.41
i-016d6aaff6c4cc288,"['ip-10-92-24-86.bain.com', 'i-016d6aaff6c4cc288']","['ntp', 'agent', 'consul', 'aws']","['aws', 'agent']",1632489629,True,"{'Datadog': ['host:i-016d6aaff6c4cc288'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-dr-consul-kv', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.24.86
i-0cc049e1a728ec3fb,"['ip-10-91-25-81.bain.com', 'i-0cc049e1a728ec3fb']","['agent', 'aws', 'consul', 'ntp']","['aws', 'agent']",1632488781,True,"{'Datadog': ['host:i-0cc049e1a728ec3fb'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-dr-consul-kv', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.25.81
i-06b2acf7cbeddd0b0,"['ip-10-91-24-126.bain.com', 'i-06b2acf7cbeddd0b0']","['ntp', 'agent', 'consul', 'aws']","['aws', 'agent']",1632488336,True,"{'Datadog': ['host:i-06b2acf7cbeddd0b0'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-dr-consul-kv', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.24.126
i-0a7078abcb7f640b0,"['ip-10-92-25-179.bain.com', 'i-0a7078abcb7f640b0']","['ntp', 'agent', 'consul', 'aws']","['aws', 'agent']",1632488333,True,"{'Datadog': ['host:i-0a7078abcb7f640b0'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-consul-kv', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.25.179
amer-dev-aa4e1a90-consul000002,"['b0276b97-c1a9-4404-acd9-fd6c45d42897', 'amer-dev-aa4e1a90-consul000002']","['agent', 'azure']","['azure', 'agent']",1632488595,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-3', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-consul-servers_2', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-consul-cluster', 'role:consulenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-consul000002']}",10.216.0.38
i-0d2e213c7dcb4c5cf,"['ip-10-92-30-237.bain.com', 'i-0d2e213c7dcb4c5cf']","['agent', 'ntp', 'aws', 'consul']","['aws', 'agent']",1632488561,True,"{'Datadog': ['host:i-0d2e213c7dcb4c5cf'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-dr-consul-kv', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.30.237
amer-dev-aa4e1a90-vault000001,"['amer-dev-aa4e1a90-vault000001', '8d2bb76f-b009-49ad-9e2b-e02f8ecbe68f']","['azure', 'agent']","['azure', 'agent']",1632488669,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-2', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-vault-servers_1', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-vault-cluster', 'role:vaultenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-vault000001']}",10.216.0.43
i-09b3ac7b4d45cc2f2,"['ip-10-92-30-159.bain.com', 'i-09b3ac7b4d45cc2f2']","['aws', 'agent', 'consul', 'ntp']","['aws', 'agent']",1632488760,True,"{'Datadog': ['host:i-09b3ac7b4d45cc2f2'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-consul-kv', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.30.159
i-057b7b14a7be86814,"['ip-10-92-30-131.bain.com', 'i-057b7b14a7be86814']","['ntp', 'agent', 'aws', 'consul']","['aws', 'agent']",1632489736,True,"{'Datadog': ['host:i-057b7b14a7be86814'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-dr-consul-kv', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.30.131
i-0da8220dff43e3b69,"['ip-10-91-25-136.bain.com', 'i-0da8220dff43e3b69']","['ntp', 'aws', 'agent', 'consul']","['aws', 'agent']",1632489700,True,"{'Datadog': ['host:i-0da8220dff43e3b69'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-consul-kv-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'environment-name:aws-amer-vault-dr-consul-kv', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-consul-kv-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.25.136
i-0057371ba14f5af00,"['ip-10-92-24-33.bain.com', 'i-0057371ba14f5af00']","['ntp', 'agent', 'consul', 'aws']","['aws', 'agent']",1632488024,True,"{'Datadog': ['host:i-0057371ba14f5af00'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-consul-kv', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.24.33
i-09bcca4c91f794478,"['ip-10-91-30-71.bain.com', 'i-09bcca4c91f794478']","['aws', 'ntp', 'agent', 'consul']","['aws', 'agent']",1632488682,True,"{'Datadog': ['host:i-09bcca4c91f794478'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-consul-kv-0.0.21', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.21', 'department:tsg', 'environment-name:aws-amer-vault-consul-kv', 'iam_profile:aws-amer-vault-vault20210416195526610200000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-consul-kv-0.0.21', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-0fd26c1f9fa82bee6', 'tier:production', 'ttl:0']}",10.91.30.71
amer-dev-aa4e1a90-consul000001,"['amer-dev-aa4e1a90-consul000001', 'a7da7bde-6859-4a3f-8077-0a278c840671']","['agent', 'azure']","['azure', 'agent']",1632489657,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-2', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-consul-servers_1', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-consul-cluster', 'role:consulenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-consul000001']}",10.216.0.37
i-005925026d50bb684,"['ip-10-91-25-37.bain.com', 'i-005925026d50bb684']","['ntp', 'aws', 'agent', 'consul']","['aws', 'agent']",1632489057,True,"{'Datadog': ['host:i-005925026d50bb684'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-consul-kv-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'environment-name:aws-amer-vault-dr-consul-kv', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-consul-kv-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.25.37
i-045dfe6f879c6ee7f,"['ip-10-91-30-242.bain.com', 'i-045dfe6f879c6ee7f']","['agent', 'ntp', 'aws', 'consul']","['aws', 'agent']",1632488500,True,"{'Datadog': ['host:i-045dfe6f879c6ee7f'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-consul-kv-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'environment-name:aws-amer-vault-dr-consul-kv', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-consul-kv-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.30.242
i-0568fbe8ddf222644,"['ip-10-91-30-12.bain.com', 'i-0568fbe8ddf222644']","['agent', 'aws', 'consul', 'ntp']","['aws', 'agent']",1632488579,True,"{'Datadog': ['host:i-0568fbe8ddf222644'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-consul-kv-0.0.21', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.21', 'department:tsg', 'environment-name:aws-amer-vault-consul-kv', 'iam_profile:aws-amer-vault-vault20210416195526610200000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-consul-kv-0.0.21', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-0fd26c1f9fa82bee6', 'tier:production', 'ttl:0']}",10.91.30.12
i-01ca2d823d0d221df,"['ip-10-91-24-103.bain.com', 'i-01ca2d823d0d221df']","['aws', 'ntp', 'agent', 'consul']","['aws', 'agent']",1632487927,True,"{'Datadog': ['host:i-01ca2d823d0d221df'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-consul-kv', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.24.103
i-00564cef8dd4de27c,"['ip-10-91-24-203.bain.com', 'i-00564cef8dd4de27c']","['ntp', 'agent', 'aws', 'consul']","['aws', 'agent']",1632489539,True,"{'Datadog': ['host:i-00564cef8dd4de27c'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-consul-kv-0.0.21', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.21', 'department:tsg', 'environment-name:aws-amer-vault-consul-kv', 'iam_profile:aws-amer-vault-vault20210416195526610200000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-consul-kv-0.0.21', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-0fd26c1f9fa82bee6', 'tier:production', 'ttl:0']}",10.91.24.203
i-0fb621e8105b87d3e,"['ip-10-91-30-56.bain.com', 'i-0fb621e8105b87d3e']","['agent', 'aws', 'ntp', 'consul']","['aws', 'agent']",1632489659,True,"{'Datadog': ['host:i-0fb621e8105b87d3e'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-consul-kv', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.30.56
i-0739a5216bec3b1cc,"['ip-10-91-25-208.bain.com', 'i-0739a5216bec3b1cc']","['ntp', 'agent', 'aws', 'consul']","['aws', 'agent']",1632488010,True,"{'Datadog': ['host:i-0739a5216bec3b1cc'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-consul-kv-0.0.21', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.21', 'department:tsg', 'environment-name:aws-amer-vault-consul-kv', 'iam_profile:aws-amer-vault-vault20210416195526610200000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-consul-kv-0.0.21', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-0fd26c1f9fa82bee6', 'tier:production', 'ttl:0']}",10.91.25.208
i-040edfa2737d521e3,"['ip-10-91-25-191.bain.com', 'i-040edfa2737d521e3']","['agent', 'consul', 'aws', 'ntp']","['aws', 'agent']",1632488782,True,"{'Datadog': ['host:i-040edfa2737d521e3'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-dr-consul-kv', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.25.191
